3776,3806,10,0,0
3784,3808,8,0,0
3769,3808,8,1,6
3780,3807,9,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3784,3808,8,0,0
3777,3810,6,1,6
3769,3808,8,1,6
3796,3811,5,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3765,3807,9,1,6
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3773,3809,7,1,6
3796,3811,5,0,0
3769,3808,8,1,6
3792,3810,6,0,0
3781,3811,5,1,6
3788,3809,7,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3780,3807,9,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3776,3806,10,0,0
3780,3807,9,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3780,3807,9,0,0
3788,3809,7,0,0
3776,3806,10,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3784,3808,8,0,0
3784,3808,8,0,0
3776,3806,10,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3780,3807,9,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3768,3804,12,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3781,3811,5,1,6
3792,3810,6,0,0
3780,3807,9,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3780,3807,9,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3729,3798,18,1,6
3708,3792,18,2,12
3729,3798,18,1,6
3634,3772,29,3,21
3733,3799,17,1,6
3655,3778,26,3,18
3650,3776,22,4,24
3707,3791,16,2,15
3707,3791,16,2,15
3707,3791,16,2,15
3707,3791,16,2,15
3597,3768,30,5,33
3646,3775,26,3,21
3717,3795,21,1,6
3697,3790,26,1,6
3701,3791,25,1,6
3705,3792,24,1,6
3687,3786,21,2,15
3707,3791,16,2,15
3678,3783,18,3,21
3695,3788,19,2,15
3695,3788,19,2,15
3691,3787,20,2,15
3703,3790,17,2,15
3699,3789,18,2,15
3695,3788,19,2,15
3674,3782,19,3,21
3701,3791,25,1,6
3553,3757,41,5,33
3725,3797,16,2,9
3639,3780,27,4,24
3705,3792,24,1,6
3657,3774,27,2,15
3677,3785,28,2,9
3629,3776,22,5,33
3707,3788,19,2,9
3625,3775,23,5,33
3711,3789,18,2,9
3711,3789,21,1,6
3719,3791,19,1,6
3689,3782,19,2,15
3642,3774,27,3,21
3749,3803,13,1,6
3618,3774,30,4,27
3655,3784,23,4,24
3643,3781,26,4,24
3674,3782,19,3,21
3719,3794,13,2,15
3717,3795,21,1,6
3711,3792,15,2,15
3593,3767,31,5,33
3614,3773,31,4,27
3707,3791,16,2,15
3696,3795,18,3,18
3658,3784,23,3,24
3622,3775,29,4,27
3646,3775,23,4,24
3639,3780,27,4,24
3629,3776,22,5,33
3694,3787,14,3,21
3749,3803,13,1,6
3711,3792,15,2,15
3723,3795,12,2,15
3626,3776,28,4,27
3643,3781,26,4,24
3707,3791,16,2,15
3753,3804,12,1,6
3753,3804,12,1,6
3683,3785,22,2,15
3687,3792,15,4,24
3674,3779,28,1,9
3729,3798,18,1,6
3634,3778,26,4,27
3622,3775,29,4,27
3648,3783,30,3,18
3630,3777,27,4,27
3614,3773,31,4,27
3671,3782,25,2,15
3639,3780,27,4,24
3737,3800,16,1,6
3749,3803,13,1,6
3753,3804,12,1,6
3704,3797,16,3,18
3647,3782,25,4,24
3657,3783,18,4,30
3589,3766,32,5,33
3711,3792,15,2,15
3678,3789,15,4,27
3651,3783,24,4,24
3753,3804,12,1,6
3650,3782,22,4,27
3662,3785,19,4,27
3639,3780,27,4,24
3707,3791,16,2,15
3732,3798,12,2,12
3699,3789,18,2,15
3741,3801,15,1,6
3667,3787,20,4,24
3631,3778,29,4,24
3593,3767,31,5,33
3784,3808,8,0,0
3769,3808,8,1,6
3780,3807,9,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3784,3808,8,0,0
3777,3810,6,1,6
3769,3808,8,1,6
3788,3809,7,0,0
3800,3812,4,0,0
3784,3808,8,0,0
3792,3810,6,0,0
3808,3814,2,0,0
3765,3807,9,1,6
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3773,3809,7,1,6
3796,3811,5,0,0
3769,3808,8,1,6
3792,3810,6,0,0
3781,3811,5,1,6
3796,3811,5,0,0
3800,3812,4,0,0
3788,3809,7,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3788,3809,7,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3792,3810,6,0,0
3796,3811,5,0,0
3788,3809,7,0,0
3796,3811,5,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3776,3806,10,0,0
3780,3807,9,0,0
3796,3811,5,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3796,3811,5,0,0
3800,3812,4,0,0
3788,3809,7,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3792,3810,6,0,0
3792,3810,6,0,0
3776,3806,10,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3780,3807,9,0,0
3788,3809,7,0,0
3796,3811,5,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3792,3810,6,0,0
3784,3808,8,0,0
3796,3811,5,0,0
3784,3808,8,0,0
3768,3804,12,0,0
3788,3809,7,0,0
3784,3808,8,0,0
3792,3810,6,0,0
3796,3811,5,0,0
3781,3811,5,1,6
3792,3810,6,0,0
3780,3807,9,0,0
3800,3812,4,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3804,3813,3,0,0
3796,3811,5,0,0
3796,3811,5,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3800,3812,4,0,0
3788,3809,7,0,0
3792,3810,6,0,0
3788,3809,7,0,0
3737,3800,16,1,6
3716,3794,16,2,12
3737,3800,16,1,6
3642,3774,27,3,21
3741,3801,15,1,6
3663,3780,24,3,18
3658,3778,20,4,24
3715,3793,14,2,15
3715,3793,14,2,15
3715,3793,14,2,15
3715,3793,14,2,15
3605,3770,28,5,33
3654,3777,24,3,21
3725,3797,19,1,6
3705,3792,24,1,6
3709,3793,23,1,6
3713,3794,22,1,6
3695,3788,19,2,15
3715,3793,14,2,15
3686,3785,16,3,21
3703,3790,17,2,15
3703,3790,17,2,15
3699,3789,18,2,15
3711,3792,15,2,15
3707,3791,16,2,15
3703,3790,17,2,15
3682,3784,17,3,21
3709,3793,23,1,6
3561,3759,39,5,33
3725,3797,16,2,9
3647,3782,25,4,24
3713,3794,22,1,6
3665,3776,25,2,15
3685,3787,26,2,9
3637,3778,20,5,33
3715,3790,17,2,9
3633,3777,21,5,33
3719,3791,16,2,9
3719,3791,19,1,6
3727,3793,17,1,6
3697,3784,17,2,15
3650,3776,25,3,21
3757,3805,11,1,6
3626,3776,28,4,27
3663,3786,21,4,24
3651,3783,24,4,24
3682,3784,17,3,21
3727,3796,11,2,15
3725,3797,19,1,6
3719,3794,13,2,15
3601,3769,29,5,33
3622,3775,29,4,27
3715,3793,14,2,15
3704,3797,16,3,18
3666,3786,21,3,24
3630,3777,27,4,27
3654,3777,21,4,24
3647,3782,25,4,24
3637,3778,20,5,33
3702,3789,12,3,21
3757,3805,11,1,6
3719,3794,13,2,15
3731,3797,10,2,15
3634,3778,26,4,27
3651,3783,24,4,24
3715,3793,14,2,15
3761,3806,10,1,6
3761,3806,10,1,6
3691,3787,20,2,15
3695,3794,13,4,24
3682,3781,26,1,9
